"100monkeys"	0.2742413457785053
"12thharmon"	0.27363853103898017
"40ozblogb"	1.0000000000000016
"4linatblo"	1.0000000000000029
"750voltsb"	0.2017526065959297
"95thesesb"	0.14999999999999994
"abbadabbad"	1.0502449244452503
"aboutpolit"	0.33431296344091976
"achingands"	0.14999999999999994
"ackackack"	0.16022735141188055
"adamtalib"	0.14999999999999994
"adviceforl"	0.15803520413545336
"agonistor"	1.5147623382627566
"aintnobadd"	1.1411130765051136
"ajbenjamin"	0.2783222627874319
"alicublog"	0.7853827135974989
"allanjenki"	0.15803520413545336
"allspinzon"	0.6004865992656339
"alphapreda"	0.16447778380943104
"alternatew"	0.14999999999999994
"althippob"	0.36892993979553007
"alvintosti"	0.29100787769306347
"americablo"	2.6946442639519597
"americabl2"	0.8604086652288712
"americandr"	0.9999999999999999
"americanmu"	0.14999999999999994
"americanpo"	2.377915309079534
"americansf"	0.16763560109464132
"amleftblo"	0.6380488132454397
"amliberal"	1.0535678222730993
"amptoonsc"	1.3749676632478092
"anarchyxer"	0.156914074586282
"andifeelfi"	0.16771748398066028
"andymatic"	0.15913242878058056
"angrybear"	2.135569080313371
"angrydesi"	0.15398677548350004
"angryfinge"	1.158805470477266
"angryhomo"	0.17661845658495215
"annatopia"	6.009404879656376
"anoldsoul"	0.4328849905453343
"anonymouss"	0.23907073723676323
"answerguy"	0.18473730718434286
"anybodybut"	0.14999999999999994
"anywhichwa"	1.0403256527590647
"arancaytar"	0.1791111293168688
"archpundit"	0.7019053864232059
"arkansasto"	0.19551544208759564
"asiannati"	1.0000000000000029
"asiegeofhe"	1.0
"asilentrev"	1.0000000000000013
"askhoudari"	1.018287674399259
"astroturf"	1.0359440472094152
"ateaseblo"	0.1986659389196166
"atomicairs"	1.0000000000000013
"atriosblo"	12.2349536686488
"atriosbl2"	0.14999999999999994
"aurelientt"	1.0000000000000002
"awards5tr"	0.14999999999999994
"bpattonb"	1.0403256527590627
"babylonsq"	1.0000000000000029
"badattitud"	1.0000000000000002
"bakshius/"	1.4752449244452495
"barcidhomi"	1.0000000000000013
"barkingdin"	0.18573263456037564
"bartcopco"	1.7549845068437604
"battlegrou"	0.14999999999999994
"battlegro2"	1.0575798138418042
"beastsbell"	0.14999999999999994
"bentcorner"	0.14999999999999994
"bettyblog"	0.14999999999999994
"bigbloosky"	1.0000000000000016
"billmonor"	2.90381438128728
"billsrants"	0.18243390882040325
"blackwingl"	1.000000000000001
"blogdccc"	1.6592547394341135
"blogdenni"	0.15418476018808958
"blogglink"	0.14999999999999994
"blogjohnk"	5.9541490617967385
"blogkenla"	0.17347708635898748
"blogmintr"	0.14999999999999994
"blogveggi"	0.3199999999999996
"blog01kin"	0.23015069948222885
"blog01ki2"	1.0740736357920213
"bloganonym"	0.14999999999999994
"blogforame"	1.9015554187985146
"blogforari"	1.8589058014575397
"blogfreeor"	0.18473730718434286
"blogitics"	1.306692256753215
"blogssalo"	1.776277197693981
"blogssal2"	0.36734690792674085
"blogssal3"	1.0000000000000016
"blogslutc"	0.1640308133608674
"blosteamb"	0.14999999999999994
"blottsorg"	1.0000000000000013
"bluegrassr"	0.19431858046554362
"bluelemur"	4.267306134393683
"blueoregon"	0.3110692796220199
"bluestater"	0.15803520413545336
"bodyandsou"	2.336321639866991
"boffotype"	0.2370125403763932
"boloboffin"	0.20243358368591277
"bopnewsco"	1.4576916789481436
"bostoncom"	0.14999999999999994
"bowles2004"	1.0311944463029792
"boycottsbg"	1.351993600069551
"bradcarson"	1.0451653409710309
"bradfriedm"	1.8446349162086744
"brianhull"	1.0000000000000033
"brillianta"	0.29446563378031154
"browncross"	0.15840132093439335
"brunonblo"	1.0000000000000013
"bryan08tk"	1.0000000000000033
"btcnewsco"	0.15766145687443145
"bullmooseb"	1.7851468703016202
"burntorang"	1.047649303677666
"bushliesn"	0.14999999999999994
"bushmisund"	0.14999999999999994
"busybusybu"	1.298721018217795
"buzzmachin"	2.471308520149026
"cadatnl"	1.0000000000000033
"carpetblog"	0.14999999999999994
"catchingsm"	1.0000000000000016
"cbakerorg"	0.16856718690441352
"cemonitor"	0.15418476018808958
"centerpiec"	0.14999999999999994
"chakorg/b"	1.0000000000000016
"changefora"	3.2033335488382826
"charleypat"	0.15803520413545336
"charlinean"	0.14999999999999994
"chepookac"	0.3787103741188075
"chestnut_t"	1.0000000000000016
"chirontyp"	0.14999999999999994
"churchofcr"	1.5846586017706796
"civicactio"	1.0000000000000018
"cjh9999bl"	1.0000000000000016
"clarified"	0.20438923505215645
"claudialon"	0.1672543322311041
"cleancutki"	0.2926002636056778
"cnlenet"	1.0000000000000013
"collegedem"	0.6055259863663613
"conniption"	0.15398677548350004
"conservati"	0.1692837467311052
"contraposi"	0.17610007366610475
"correnteb"	1.8026170576683531
"counterspi"	6.959993837874012
"courtney5"	1.0000000000000018
"crankylitt"	0.14999999999999994
"crapiscomm"	1.0000000000000029
"criticalvi"	0.14999999999999994
"crookedtim"	3.06305259632166
"crooksandl"	0.1639820192211339
"dailyblatt"	0.14999999999999994
"dailyblurb"	1.0000000000000002
"dailyhowle"	16.744105652009523
"dailykosc"	14.402443599455365
"dailywarne"	1.4866436928381406
"damntheman"	0.15398677548350004
"dashnierb"	0.16068734283319486
"davidsirot"	1.004783332873102
